IC_GROUP0;IC_GROUP1;IC_GROUP2;IE_NAME;IE_CODE;IP_PROP57;IP_PROP49;IP_PROP56;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IE_PREVIEW_PICTURE;IE_DETAIL_PICTURE
CARL MARTIN SOLINGEN;Долота;;1905/3;1905-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Долото;3мм х 14см;rmt5683853041808025962.jpg;rmt5683853041808025962.jpg
CARL MARTIN SOLINGEN;Долота;;1901/5;1901-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Долото;;rmt3730154691969420281.png;rmt3730154691969420281.png
CARL MARTIN SOLINGEN;Долота;;1901/4;1901-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Долото;4мм х 12см;rmt905484207938755253.jpg;rmt905484207938755253.jpg
CARL MARTIN SOLINGEN;Долота;;1901/3;1901-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Долото;3мм х 12см;rmt18622118281439158518.png;rmt18622118281439158518.png
CARL MARTIN SOLINGEN;Долота;;1900/5;1900-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Долото;;rmt8107494581841255678.png;rmt8107494581841255678.png
CARL MARTIN SOLINGEN;Долота;;1900/4;1900-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Долото;4мм х 12см;rmt16385058821894280647.jpg;rmt16385058821894280647.jpg
CARL MARTIN SOLINGEN;Долота;;1900/3;1900-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Долото;3мм х 12см;rmt1209784133853783692.png;rmt1209784133853783692.png
CARL MARTIN SOLINGEN;Долота;;531/4;531-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;;поворотное штыковидное 4 мм;rmt20017501191190473803.jpg;rmt20017501191190473803.jpg
CARL MARTIN SOLINGEN;Долота;;531/3;531-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;;поворотное штыковидное 3 мм;rmt83610906505557963.jpg;rmt83610906505557963.jpg
CARL MARTIN SOLINGEN;Долота;;530/4;530-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;;поворотное прямое 4 мм;rmt18536186641476710104.jpg;rmt18536186641476710104.jpg
CARL MARTIN SOLINGEN;Долота;;530/3;530-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;;поворотное прямое 3 мм;rmt73523816805252740.jpg;rmt73523816805252740.jpg
CARL MARTIN SOLINGEN;Долота пародонтологические;;1914/1;1914-1;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Костное долото Rhodes;;rmt14395338651415391676.jpg;rmt14395338651415391676.jpg
CARL MARTIN SOLINGEN;Долота пародонтологические;;1912/2;1912-2;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Долото Ochsenbein 16 см;;rmt1065235324933101855.jpg;rmt1065235324933101855.jpg
CARL MARTIN SOLINGEN;Долота пародонтологические;;1912/1;1912-1;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Долото Ochsenbein 16 см;;rmt235750039490512079.jpg;rmt235750039490512079.jpg
CARL MARTIN SOLINGEN;Долота пародонтологические;;1913/2;1913-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;МИНИ-долото OCHSENBEIN;"Очень тонкое двухстороннее костное долото в двух 
вариантах ширины. Вариант 1: 1913/1 = 1,8 мм. Вариант 2: 1913/2 = 2,8 мм. 
Используется для коррекции и формирования выпуклого контура кости.";~nophoto_2_60_232.png;~nophoto_2_60_232.png
CARL MARTIN SOLINGEN;Долота пародонтологические;;1913/1;1913-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;МИНИ-долото OCHSENBEIN;"Очень тонкое двухстороннее костное долото в двух 
вариантах ширины. Вариант 1: 1913/1 = 1,8 мм. Вариант 2: 1913/2 = 2,8 мм. 
Используется для коррекции и формирования выпуклого контура кости.";~nophoto_2_25_632.png;~nophoto_2_25_632.png
CARL MARTIN SOLINGEN;Долота пародонтологические;;1010/3;1010-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Долото для эмали;;rmt1856990782054753368.jpg;rmt1856990782054753368.jpg
CARL MARTIN SOLINGEN;Долота пародонтологические;;1010/2;1010-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Долото для эмали;;rmt713362197215479630.jpg;rmt713362197215479630.jpg
CARL MARTIN SOLINGEN;Зажимы;;1898B/17.5;1898b-17-5;Имплантология, Хирургия;CARL-MARTIN SOLINGEN;Германия;Зажим;Зажимы артериальные. Зажимы для наложения повязки.;rmt2146189948808969891.jpg;rmt2146189948808969891.jpg
CARL MARTIN SOLINGEN;Зажимы;;1894MI/12.5;1894mi-12-5;Имплантология, Хирургия;CARL-MARTIN SOLINGEN;Германия;Зажим;;rmt1141570462680623719.jpg;rmt1141570462680623719.jpg
CARL MARTIN SOLINGEN;Зажимы;;635;635;Имплантология, Хирургия;CARL-MARTIN SOLINGEN;Германия;Зажим Tobold;;rmt10526931961019050547.jpg;rmt10526931961019050547.jpg
CARL MARTIN SOLINGEN;Зеркала;;490SC;490sc;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал чёрная;Серия COLORI, термостойкий пластик, резьбовая гильза M2,5 из нержавеющей стали.;rmt6175785851349895127.jpg;rmt6175785851349895127.jpg
CARL MARTIN SOLINGEN;Зеркала;;490RO;490ro;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал красная;Серия COLORI, термостойкий пластик, резьбовая гильза M2,5 из нержавеющей стали.;rmt696100096232357250.jpg;rmt696100096232357250.jpg
CARL MARTIN SOLINGEN;Зеркала;;490GR;490gr;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал зелёная;Серия COLORI, термостойкий пластик, резьбовая гильза M2,5 из нержавеющей стали.;rmt1386300812840632698.jpg;rmt1386300812840632698.jpg
CARL MARTIN SOLINGEN;Зеркала;;490GE;490ge;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал жёлтая;Серия COLORI, термостойкий пластик, резьбовая гильза M2,5 из нержавеющей стали.;rmt2123220575603621528.jpg;rmt2123220575603621528.jpg
CARL MARTIN SOLINGEN;Зеркала;;490BL;490bl;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал синяя;Серия COLORI, термостойкий пластик, резьбовая гильза M2,5 из нержавеющей стали.;rmt146468929359452442.jpg;rmt146468929359452442.jpg
CARL MARTIN SOLINGEN;Зеркала;;489;489;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая;Нержавеющая сталь.;rmt205083819087645272.jpg;rmt205083819087645272.jpg
CARL MARTIN SOLINGEN;Зеркала;;488/2;488-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Плоское резекционное зеркало;Диаметр: 8 мм.;rmt63828455565582205.jpg;rmt63828455565582205.jpg
CARL MARTIN SOLINGEN;Зеркала;;488/1;488-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Плоское резекционное зеркало;Диаметр: 6 мм.;rmt1243663083808736605.jpg;rmt1243663083808736605.jpg
CARL MARTIN SOLINGEN;Зеркала;;487;487;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал монолитная;Нержавеющая сталь;rmt9224260281179539257.jpg;rmt9224260281179539257.jpg
CARL MARTIN SOLINGEN;Зеркала;;486;486;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая, граненая, легкая;Нержавеющая сталь;rmt1872690287106367055.jpg;rmt1872690287106367055.jpg
CARL MARTIN SOLINGEN;Зеркала;;LSCO485-WE;lsco485-we;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая с белым ободком;Дизайн LiquidSteel.;rmt4234743221412700542.jpg;rmt4234743221412700542.jpg
CARL MARTIN SOLINGEN;Зеркала;;LSCO485-SC;lsco485-sc;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая с чёрным ободком;Дизайн LiquidSteel.;rmt15411368682066051052.jpg;rmt15411368682066051052.jpg
CARL MARTIN SOLINGEN;Зеркала;;LSCO485-RO;lsco485-ro;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая с красным ободком;Дизайн LiquidSteel.;rmt974698052170949943.jpg;rmt974698052170949943.jpg
CARL MARTIN SOLINGEN;Зеркала;;LSCO485-MA;lsco485-ma;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая с пурпурным ободком;Дизайн LiquidSteel.;rmt12873631231496756292.png;rmt12873631231496756292.png
CARL MARTIN SOLINGEN;Зеркала;;LSCO485-GR;lsco485-gr;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая с зелёным ободком;Дизайн LiquidSteel.;rmt990892419431018186.jpg;rmt990892419431018186.jpg
CARL MARTIN SOLINGEN;Зеркала;;LSCO485-GE;lsco485-ge;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая с жёлтым ободком;Дизайн LiquidSteel.;rmt2785281071082729771.jpg;rmt2785281071082729771.jpg
CARL MARTIN SOLINGEN;Зеркала;;LSCO485-BL;lsco485-bl;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая с синим ободком;Дизайн LiquidSteel.;rmt5834912511507321159.jpg;rmt5834912511507321159.jpg
CARL MARTIN SOLINGEN;Зеркала;;LS485;ls485;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая;Дизайн LiquidSteel.;rmt991407216332945489.jpg;rmt991407216332945489.jpg
CARL MARTIN SOLINGEN;Зеркала;;485;485;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал полая, граненая;Нержавеющая сталь;rmt1560310793704213822.jpg;rmt1560310793704213822.jpg
CARL MARTIN SOLINGEN;Зеркала;;485CH;485ch;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал хромированная;;rmt108033111670952267.jpg;rmt108033111670952267.jpg
CARL MARTIN SOLINGEN;Зеркала;;LS484;ls484;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал. Конусовидная втулка, американская резьба;Дизайн LiquidSteel.;rmt781962889929375265.jpg;rmt781962889929375265.jpg
CARL MARTIN SOLINGEN;Зеркала;;484;484;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал. Конусовидная втулка, американская резьба;Нержавеющая сталь.;rmt726225551758794698.jpg;rmt726225551758794698.jpg
CARL MARTIN SOLINGEN;Зеркала;;LS483;ls483;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал. Европейская резьба M2,5;Дизайн LiquidSteel.;rmt20273125811060581969.jpg;rmt20273125811060581969.jpg
CARL MARTIN SOLINGEN;Зеркала;;483;483;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал монолитная;Нержавеющая сталь.;rmt969656081322203139.jpg;rmt969656081322203139.jpg
CARL MARTIN SOLINGEN;Зеркала;;LS482;ls482;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал. Конусовидная втулка, американская резьба;Дизайн LiquidSteel.;rmt829131081190636188.jpg;rmt829131081190636188.jpg
CARL MARTIN SOLINGEN;Зеркала;;481/5;481-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало вогнутое (увеличение);Диаметр: 24 мм.;rmt9127864091938188983.jpg;rmt9127864091938188983.jpg
CARL MARTIN SOLINGEN;Зеркала;;481/4;481-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало вогнутое (увеличение);Диаметр: 22 мм.;rmt889240210104180574.jpg;rmt889240210104180574.jpg
CARL MARTIN SOLINGEN;Зеркала;;480/5CS;480-5cs;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало плоское. Американская резьба с конусовидной муфтой;Диаметр: 24 мм.;rmt12500185672086500397.jpg;rmt12500185672086500397.jpg
CARL MARTIN SOLINGEN;Зеркала;;480/5;480-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало плоское;Диаметр: 24 мм.;rmt328994665307528701.jpg;rmt328994665307528701.jpg
CARL MARTIN SOLINGEN;Зеркала;;480/4;480-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало плоское;Диаметр: 22 мм.;rmt417877418955230375.jpg;rmt417877418955230375.jpg
CARL MARTIN SOLINGEN;Зеркала;;480/3;480-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало плоское;Диаметр: 20 мм.;rmt667875724201227417.jpg;rmt667875724201227417.jpg
CARL MARTIN SOLINGEN;Зеркала;;479/5;479-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало вогнутое (увеличение) с родиумной лицевой поверхностью;Диаметр: 24 мм.;rmt3119185871436854250.jpg;rmt3119185871436854250.jpg
CARL MARTIN SOLINGEN;Зеркала;;479/4;479-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало вогнутое (увеличение) с родиумной лицевой поверхностью;Диаметр: 22 мм.;rmt13493789552028879203.jpg;rmt13493789552028879203.jpg
CARL MARTIN SOLINGEN;Зеркала;;478/5CS;478-5cs;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало плоское с родиумной лицевой поверхностью. Американская резьба с конусовидной муфтой;Диаметр: 24 мм.;rmt446546275280559541.jpg;rmt446546275280559541.jpg
CARL MARTIN SOLINGEN;Зеркала;;478/5;478-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало плоское с родиумной лицевой поверхностью;Диаметр: 24 мм.;rmt682764755976886198.jpg;rmt682764755976886198.jpg
CARL MARTIN SOLINGEN;Зеркала;;478/4;478-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало плоское с родиумной лицевой поверхностью;Диаметр: 22 мм.;rmt781531813765743969.jpg;rmt781531813765743969.jpg
CARL MARTIN SOLINGEN;Зеркала;;478/3;478-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Зеркало плоское с родиумной лицевой поверхностью;Диаметр: 20 мм.;rmt1325061572202754814.jpg;rmt1325061572202754814.jpg
CARL MARTIN SOLINGEN;Зеркала;;477/1;477-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Микро-металлическое зеркало;Диаметр 3,5 мм., полировка высокого глянца, для обзора апикальной позиции без искажений при резекции верхушки корня.;rmt18009239181748277803.jpg;rmt18009239181748277803.jpg
CARL MARTIN SOLINGEN;Зеркала;;476;476;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для зеркал монолитная;Нержавеющая сталь.;rmt20856552041592402500.jpg;rmt20856552041592402500.jpg
CARL MARTIN SOLINGEN;Зеркала;;471/4 OneSide;471-4-oneside;Хирургия;CARL-MARTIN SOLINGEN;Германия;одностороннее зеркало;"широкая, округлая рукоятка позволяет аккуратно удерживать щеку
· РОДИУМНОЕ покрытие гарантирует идеальное, резкое, высоко-контрастное отражение без искажений
· изготовленное из монолитного блока зеркало не имеет неровностей (как это бывает при паяном соединеии у
обычных зеркал) и более стабильно материал не содержит никель
· шелковистая матовая поверхность устраняет неприятную рефлексию
· резьба пригодна для любой рукоятки со стандартной резьбой (европейская резьба M2.5)
· дизайн защищен международным патентом (GGM)";rmt1648653077404812275.jpg;rmt1648653077404812275.jpg
CARL MARTIN SOLINGEN;Зеркала;;470/4 TwinSide;470-4-twinside;Хирургия;CARL-MARTIN SOLINGEN;Германия;двухсторонее зеркало;"Одно зеркало с двойным удобством:
· широкая, округлая рукоятка позволяет аккуратно удерживать щеку, обеспечивая прекрасный обзор с другой
стороны – особенно при цервикальных дефектах (передняя поверхность)
· РОДИУМНОЕ покрытие гарантирует идеальное, резкое, высоко-контрастное отражение без искажений
· изготовленное из монолитного блока зеркало не имеет неровностей (как это бывает при паяном соединеии у
обычных зеркал) и более стабильно
· шелковистая матовая поверхность устраняет неприятную рефлексию
· резьба пригодна для любой рукоятки зеркала со стандартной резьбой (европейская резьба M2.5)
· дизайн защищен международным патентом (GGM)";rmt1786229772680461725.jpg;rmt1786229772680461725.jpg
CARL MARTIN SOLINGEN;Зеркала;;466/9;466-9;Хирургия;CARL-MARTIN SOLINGEN;Германия;микрозеркало 9х3 мм;"очень тонкие РОДИУМНЫЕ зеркала округлой и прямоугольной формы
· толщина 0.8mm, высококачественное РОДИУМНОЕ зеркало в орпаве из нержавеющей стали
· идеальны при пародонтальном, эндодонтическом лечении, резекции верхушки корня, для имплантологии, и т.д.
· тонкое стекло абсолютно не искажает, изображение намного лучше, чем у полированных металлических зеркал
· резьба подходит для всех рукояток со стандартной резьбой (европейская резьба M2.5)";rmt5920731812007964581.jpg;rmt5920731812007964581.jpg
CARL MARTIN SOLINGEN;Зеркала;;466/7;466-7;Хирургия;CARL-MARTIN SOLINGEN;Германия;микрозеркало 7х2 мм;"очень тонкие РОДИУМНЫЕ зеркала округлой и прямоугольной формы
· толщина 0.8mm, высококачественное РОДИУМНОЕ зеркало в орпаве из нержавеющей стали
· идеальны при пародонтальном, эндодонтическом лечении, резекции верхушки корня, для имплантологии, и т.д.
· тонкое стекло абсолютно не искажает, изображение намного лучше, чем у полированных металлических зеркал
· резьба подходит для всех рукояток со стандартной резьбой (европейская резьба M2.5)";rmt962082100832529200.jpg;rmt962082100832529200.jpg
CARL MARTIN SOLINGEN;Зеркала;;465/5;465-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;диаметр 5 мм;"очень тонкие РОДИУМНЫЕ зеркала округлой и прямоугольной формы
· толщина 0.8mm, высококачественное РОДИУМНОЕ зеркало в орпаве из нержавеющей стали
· идеальны при пародонтальном, эндодонтическом лечении, резекции верхушки корня, для имплантологии, и т.д.
· тонкое стекло абсолютно не искажает, изображение намного лучше, чем у полированных металлических зеркал
· резьба подходит для всех рукояток со стандартной резьбой (европейская резьба M2.5)";rmt12412189425066273.jpg;rmt12412189425066273.jpg
CARL MARTIN SOLINGEN;Зеркала;;465/3;465-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;диаметр 3 мм;"очень тонкие РОДИУМНЫЕ зеркала округлой и прямоугольной формы
· толщина 0.8mm, высококачественное РОДИУМНОЕ зеркало в орпаве из нержавеющей стали
· идеальны при пародонтальном, эндодонтическом лечении, резекции верхушки корня, для имплантологии, и т.д.
· тонкое стекло абсолютно не искажает, изображение намного лучше, чем у полированных металлических зеркал
· резьба подходит для всех рукояток со стандартной резьбой (европейская резьба M2.5)";rmt781727294428296704.jpg;rmt781727294428296704.jpg
CARL MARTIN SOLINGEN;Зеркала;;1203;1203;Хирургия;CARL-MARTIN SOLINGEN;Германия;Держатель рукоятки для фото-зеркал;"Подходит для всех фото-зеркал Carl Martin.
Описание: силиконовое покрытие обеспечивает надежное удерживание.
Головка зеркала регулируется под любой угол обзора.";rmt478495358677846447.jpg;rmt478495358677846447.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;1078/CP12;1078-cp12;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;;rmt3817230581227173449.jpg;rmt3817230581227173449.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;1078/9;1078-9;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;"Насадки зондов с резьбой,
подходят для резьбы М2,5
Рекомендуется завинчивать насадки зондов в рукоятки с помощью плоских щипцов.";rmt2594756441775303679.jpg;rmt2594756441775303679.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;1078/6;1078-6;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;"Насадки зондов с резьбой,
подходят для резьбы М2,5
Рекомендуется завинчивать насадки зондов в рукоятки с помощью плоских щипцов.";rmt18374014831813373270.jpg;rmt18374014831813373270.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;1078/23;1078-23;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;"Насадки зондов с резьбой,
подходят для резьбы М2,5
Рекомендуется завинчивать насадки зондов в рукоятки с помощью плоских щипцов.";rmt9975740312120667210.jpg;rmt9975740312120667210.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;1078/17;1078-17;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;Линзообразные для конденсации в поднутрениях;rmt519015799759325827.jpg;rmt519015799759325827.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;LS973/CP15;ls973-cp15;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;Дизайн LiquidSteel;rmt1384081686114706109.jpg;rmt1384081686114706109.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;LS973/CP12-CO;ls973-cp12-co;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;Дизайн LiquidSteel;rmt19993097222069554850.jpg;rmt19993097222069554850.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;LS973/80;ls973-80;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд Who;"3.5-5.5-8.5-11.5
Дизайн LiquidSteel";rmt747451675103792152.jpg;rmt747451675103792152.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;973/23W;973-23w;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд Williams;;rmt609624561782768991.jpg;rmt609624561782768991.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;LS1084/EXD5;ls1084-exd5;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд LiquidSteel;;rmt8653127451659040996.jpg;rmt8653127451659040996.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;973/KAL;973-kal;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Физио-зонд с прессованой калибровкой;"С помощью калиброванного под 
давлением автоклавируемого зонда 
показатели пародонта более точные, 
репродуцируемые и надежные.
Соответствует стандартам WHO и FDI.
Сила измерения 20 гр.: значения 
зондирования указываются надежно 
и достоверно.
Полукруглый кончик зонда (для 
выявления особенностей анатомии 
зуба; для уменьшения/исключения 
травм при замерах; для 
минимизации боли при 
зондировании).
Кончик зонда вывинчивается и 
подходит для рукоятки любого 
зеркала с резьбой М2,5 мм.
Стерилизуется в автоклаве.";rmt10399972961192813956.png;rmt10399972961192813956.png
CARL MARTIN SOLINGEN;Зонды;пародонтологические;973/CP2N;973-cp2n;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд Nabers;"Фуркационный 
зонд с цветовой 
кодировкой.";rmt1486958330616602105.jpg;rmt1486958330616602105.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;973/CP15;973-cp15;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;;rmt276915187923307167.jpg;rmt276915187923307167.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;973/CP12B;973-cp12b;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд с шариком;;rmt1529491972639439443.jpg;rmt1529491972639439443.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;973/CP12;973-cp12;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;;rmt1863436784685280329.jpg;rmt1863436784685280329.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;973/CP11;973-cp11;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;;rmt7546106371546320906.jpg;rmt7546106371546320906.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;973/80;973-80;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд WHO;"Рекомендуется для определения 
индекса периодонта (PSI).";rmt18140347211484735524.jpg;rmt18140347211484735524.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;973/72W;973-72w;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд Williams;;rmt8327619491670960265.jpg;rmt8327619491670960265.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;973/14W;973-14w;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд Williams;;rmt4211954681447109680.jpg;rmt4211954681447109680.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;1084/EXD9-23;1084-exd9-23;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;;rmt2074892444381611739.jpg;rmt2074892444381611739.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;1084/EXD5;1084-exd5;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд Ergoform;;rmt228544537902862249.jpg;rmt228544537902862249.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;1084/EXD17-23;1084-exd17-23;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;;rmt19142135001787087575.jpg;rmt19142135001787087575.jpg
CARL MARTIN SOLINGEN;Зонды;пародонтологические;1084/EXD11-12;1084-exd11-12;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Зонд;"Для чувствительного прощупывания поверхностей 
зуба до и после поддесневого кюретажа.";rmt11324792581197776500.jpg;rmt11324792581197776500.jpg
